DATES,CAR,SGJ,1834,JMMBGL,JSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/1/2018,11.31,50.59,1.3,24,7.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/1/2018, 11.31 , 48.78 , 1.30 , 27.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/1/2018, 11.17 , 48.68 , 1.30 , 25.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/1/2018, 11.26 , 49.63 , 1.28 , 25.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/1/2018, 11.29 , 50.59 , 1.41 , 24.35 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/1/2018, 11.16 , 47.82 , 1.31 , 25.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/1/2018, 11.16 , 49.07 , 1.28 , 25.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/1/2018, 11.21 , 49.07 , 1.27 , 24.32 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/1/2018, 11.16 , 48.20 , 1.27 , 23.80 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/1/2018, 11.15 , 48.20 , 1.27 , 25.00 , 6.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/1/2018, 10.92 , 47.95 , 1.27 , 24.73 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/1/2018, 10.93 , 50.58 , 1.27 , 25.11 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/1/2018, 11.16 , 50.58 , 1.15 , 25.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/1/2018, 11.23 , 47.73 , 1.20 , 26.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/1/2018, 11.16 , 48.20 , 1.20 , 24.50 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/1/2018, 11.12 , 50.54 , 1.20 , 26.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/1/2018, 11.23 , 50.54 , 1.20 , 25.00 , 6.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/1/2018, 11.15 , 50.11 , 1.20 , 25.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/1/2018, 11.16 , 48.68 , 1.20 , 25.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/1/2018, 11.15 , 47.77 , 1.20 , 24.00 , 6.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/1/2018, 11.12 , 50.54 , 1.20 , 24.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/1/2018, 10.87 , 50.58 , 1.30 , 25.00 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/2/2018, 11.04 , 50.59 , 1.23 , 25.00 , 6.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/2/2018, 11.02 , 51.07 , 1.30 , 24.50 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/2/2018, 10.87 , 51.07 , 1.30 , 25.00 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/2/2018, 10.87 , 47.73 , 1.40 , 24.50 , 6.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/2/2018, 10.87 , 47.73 , 1.40 , 24.00 , 6.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/2/2018, 10.77 , 48.68 , 1.39 , 25.01 , 6.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/2/2018, 10.87 , 47.73 , 1.23 , 25.00 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2018, 10.82 , 50.59 , 1.20 , 25.00 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/2/2018, 10.82 , 49.63 , 1.20 , 24.52 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/2/2018, 10.82 , 48.25 , 1.20 , 25.00 , 6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/2/2018, 10.38 , 48.25 , 1.20 , 25.00 , 6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/2/2018, 10.82 , 48.30 , 1.20 , 25.00 , 6.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/2/2018, 10.82 , 49.16 , 1.28 , 24.70 , 6.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/2/2018, 10.82 , 49.63 , 1.30 , 25.00 , 6.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/2/2018, 10.82 , 49.63 , 1.30 , 25.00 , 6.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/2/2018, 10.82 , 51.07 , 1.30 , 24.60 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/2/2018, 10.72 , 50.59 , 1.20 , 25.00 , 6.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/2/2018, 10.82 , 50.59 , 1.15 , 25.00 , 6.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/2018, 10.82 , 49.63 , 1.17 , 26.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/3/2018, 10.82 , 49.63 , 1.17 , 24.01 , 6.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2018, 10.87 , 47.74 , 1.19 , 26.00 , 6.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2018, 10.87 , 48.58 , 1.19 , 25.00 , 6.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2018, 10.82 , 48.68 , 1.19 , 26.49 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/3/2018, 10.82 , 48.92 , 1.15 , 26.49 , 6.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/3/2018, 10.82 , 49.63 , 1.12 , 26.45 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2018, 10.77 , 51.54 , 1.10 , 26.00 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2018, 10.82 , 54.41 , 1.15 , 26.50 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/3/2018, 10.77 , 52.98 , 1.18 , 26.50 , 6.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/3/2018, 10.77 , 53.45 , 1.15 , 26.50 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/3/2018, 10.65 , 51.54 , 1.03 , 26.06 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/2018, 9.98 , 49.63 , 1.15 , 26.31 , 6.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/2018, 9.98 , 51.54 , 1.19 , 26.00 , 6.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2018, 10.32 , 49.63 , 1.17 , 26.00 , 6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/3/2018, 10.23 , 51.54 , 1.06 , 25.00 , 6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/3/2018, 10.23 , 49.63 , 1.15 , 26.00 , 6.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/3/2018, 10.28 , 50.60 , 1.09 , 26.00 , 6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/2018, 10.77 , 50.64 , 1.15 , 24.70 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/3/2018, 10.77 , 50.49 , 1.15 , 26.45 , 6.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/3/2018, 10.77 , 48.54 , 1.19 , 25.50 , 6.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/3/2018, 10.47 , 51.53 , 1.19 , 26.00 , 6.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2018, 10.57 , 51.53 , 1.20 , 25.60 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/4/2018, 10.77 , 48.68 , 1.20 , 26.50 , 6.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/4/2018, 10.67 , 51.07 , 1.20 , 26.50 , 6.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2018, 10.57 , 49.63 , 1.20 , 26.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2018, 10.23 , 49.63 , 1.19 , 26.00 , 6.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/4/2018, 10.37 , 48.20 , 1.19 , 26.21 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/4/2018, 10.77 , 49.63 , 1.21 , 26.02 , 6.97 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/4/2018, 10.47 , 49.63 , 1.20 , 27.00 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/4/2018, 10.66 , 47.90 , 1.20 , 27.49 , 6.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/4/2018, 10.67 , 47.92 , 1.19 , 27.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/2018, 10.67 , 47.89 , 1.07 , 27.70 , 6.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/4/2018, 10.77 , 49.63 , 1.20 , 28.00 , 6.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/4/2018, 10.67 , 49.63 , 1.20 , 27.25 , 6.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/4/2018, 10.77 , 47.88 , 1.20 , 28.32 , 6.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/7/2018, 9.50 , 50.53 , 1.05 , 29.75 , 7.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/7/2018, 9.50 , 50.50 , 1.05 , 29.55 , 7.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/7/2018, 9.49 , 50.50 , 1.05 , 29.56 , 7.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/7/2018, 9.40 , 51.00 , 1.05 , 30.00 , 7.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/7/2018, 9.50 , 50.10 , 1.05 , 30.00 , 7.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/7/2018, 9.00 , 50.20 , 1.03 , 30.02 , 7.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/7/2018, 9.44 , 50.25 , 1.03 , 30.00 , 7.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/7/2018, 9.50 , 52.00 , 1.00 , 30.00 , 7.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/7/2018, 9.00 , 52.00 , 1.00 , 28.51 , 7.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/7/2018, 9.00 , 51.50 , 1.05 , 28.50 , 7.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/7/2018, 9.00 , 52.10 , 1.04 , 28.00 , 7.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/2018, 9.47 , 51.10 , 1.05 , 29.90 , 7.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/8/2018, 9.30 , 52.20 , 1.05 , 30.00 , 7.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/8/2018, 9.00 , 53.00 , 1.05 , 30.00 , 7.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/8/2018, 9.10 , 51.50 , 0.90 , 30.10 , 7.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/8/2018, 9.00 , 52.00 , 1.05 , 29.10 , 7.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/8/2018, 9.19 , 52.00 , 1.05 , 29.50 , 7.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/8/2018, 9.20 , 52.80 , 1.05 , 30.00 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/8/2018, 9.12 , 52.00 , 1.05 , 30.00 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2018, 8.92 , 52.52 , 1.10 , 29.00 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/8/2018, 9.00 , 52.50 , 1.15 , 30.00 , 8.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/8/2018, 8.99 , 52.50 , 1.15 , 30.00 , 8.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/8/2018, 9.00 , 53.00 , 1.15 , 29.00 , 8.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/8/2018, 9.00 , 52.00 , 1.20 , 28.30 , 8.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/8/2018, 9.00 , 52.01 , 1.18 , 29.00 , 7.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/8/2018, 9.00 , 52.00 , 1.17 , 28.50 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/8/2018, 9.00 , 52.30 , 0.95 , 28.31 , 8.24 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/8/2018, 9.00 , 52.00 , 1.04 , 29.00 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/8/2018, 8.97 , 52.49 , 1.04 , 28.93 , 8.11 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/8/2018, 9.20 , 52.06 , 0.95 , 29.00 , 7.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/8/2018, 9.20 , 53.00 , 1.04 , 28.50 , 7.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/8/2018, 9.09 , 52.50 , 1.20 , 29.00 , 8.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/2018, 9.22 , 53.00 , 1.20 , 29.00 , 8.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/9/2018, 9.50 , 53.00 , 1.16 , 29.00 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2018, 9.50 , 53.50 , 1.16 , 29.00 , 8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/9/2018, 9.50 , 53.50 , 1.10 , 29.00 , 8.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/9/2018, 9.50 , 55.00 , 1.10 , 31.00 , 8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2018, 9.50 , 59.50 , 1.04 , 29.00 , 8.29 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2018, 9.45 , 56.50 , 1.04 , 31.00 , 8.06 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2018, 9.45 , 55.00 , 1.10 , 28.50 , 8.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/9/2018, 9.45 , 55.02 , 1.10 , 30.01 , 8.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/9/2018, 9.45 , 56.20 , 1.10 , 30.99 , 8.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/9/2018, 9.45 , 56.13 , 1.10 , 31.00 , 8.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/9/2018, 9.45 , 60.51 , 1.11 , 31.00 , 8.09 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/9/2018, 9.44 , 62.00 , 1.11 , 32.00 , 8.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/9/2018, 9.45 , 62.52 , 1.11 , 31.68 , 8.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/9/2018, 9.45 , 63.05 , 1.10 , 32.50 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/9/2018, 9.50 , 63.01 , 1.10 , 32.50 , 8.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/9/2018, 9.50 , 62.01 , 1.10 , 32.50 , 8.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/2018, 9.50 , 62.00 , 1.10 , 32.50 , 8.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/9/2018, 9.35 , 60.00 , 1.11 , 32.15 , 8.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/9/2018, 9.50 , 60.00 , 1.10 , 32.15 , 8.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/2018, 9.50 , 60.00 , 1.10 , 32.50 , 8.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2018, 9.50 , 62.00 , 1.03 , 32.50 , 8.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2018, 9.50 , 60.90 , 1.03 , 32.99 , 8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/10/2018, 9.35 , 61.00 , 1.03 , 33.00 , 8.31 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/10/2018, 9.11 , 62.00 , 1.16 , 35.00 , 8.33 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2018, 9.12 , 60.00 , 1.04 , 37.00 , 8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2018, 9.25 , 61.00 , 1.13 , 37.00 , 8.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2018, 9.15 , 59.13 , 1.05 , 37.03 , 8.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/10/2018, 9.10 , 60.00 , 1.05 , 37.00 , 8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/10/2018, 9.10 , 59.10 , 1.13 , 34.00 , 8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2018, 8.96 , 58.11 , 1.02 , 36.62 , 8.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2018, 8.99 , 59.00 , 1.00 , 35.00 , 8.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
