DATES,CAR,SGJ,1834,JMMBGL,JSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/2/2020, 8.01 , 53.40 , 1.05 , 43.20 , 31.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/2/2020, 8.05 , 53.50 , 1.00 , 43.10 , 29.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/2/2020, 8.02 , 53.50 , 1.03 , 44.50 , 29.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/2/2020, 8.10 , 54.00 , 1.05 , 43.50 , 30.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/2/2020, 8.10 , 54.00 , #N/A N/A , 45.29 , 31.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/2/2020, 7.90 , 54.00 , 1.01 , 46.00 , 32.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/2/2020, 8.07 , 54.00 , 0.99 , 46.19 , 31.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/2/2020, 8.10 , 53.50 , 1.05 , 45.40 , 31.40 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/2/2020, 8.00 , 53.35 , 1.05 , 45.00 , 29.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/2/2020, 8.06 , 54.00 , 1.05 , 45.05 , 31.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/2/2020, 7.95 , 55.50 , 1.05 , 45.45 , 31.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/2/2020, 7.85 , 53.15 , 1.08 , 44.00 , 30.90 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/2/2020, 7.80 , 54.00 , 1.10 , 42.00 , 31.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/2/2020, 8.05 , 54.00 , 1.10 , 42.00 , 30.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/3/2020, 7.98 , 54.50 , 1.15 , 42.10 , 27.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/3/2020, 7.90 , 55.00 , 1.07 , 41.00 , 29.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/3/2020, 7.95 , 53.00 , 1.15 , 39.01 , 26.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/3/2020, 7.56 , 50.30 , 1.05 , 39.00 , 26.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/3/2020, 7.40 , 46.00 , 1.10 , 39.80 , 27.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/3/2020, 7.54 , 54.27 , 1.04 , 38.05 , 24.34 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/3/2020, 7.40 , 51.02 , 1.00 , 37.71 , 21.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/3/2020, 7.27 , 50.01 , 1.00 , 37.54 , 20.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/3/2020, 7.18 , 49.27 , 1.10 , 37.89 , 20.77 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/3/2020, 7.14 , 46.81 , 1.10 , 37.24 , 21.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/3/2020, 6.61 , 45.96 , 1.02 , 37.48 , 19.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/3/2020, 6.03 , 45.70 , 0.99 , 37.44 , 20.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/3/2020, 6.01 , 40.41 , 0.99 , 36.46 , 19.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/3/2020, 6.10 , 39.55 , 0.85 , 35.90 , 18.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/3/2020, 6.01 , 38.73 , 0.86 , 34.33 , 19.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/3/2020, 6.00 , 35.74 , 0.86 , 33.48 , 16.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/3/2020, 6.71 , 40.57 , 0.86 , 33.59 , 16.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/3/2020, 6.66 , 45.18 , 0.89 , 34.55 , 18.69 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/3/2020, 6.52 , 45.12 , 0.93 , 36.07 , 19.12 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/3/2020, 6.61 , 46.71 , 0.93 , 38.01 , 21.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/4/2020, 6.75 , 46.66 , 0.86 , 38.05 , 22.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/4/2020, 6.75 , 47.05 , 0.93 , 37.98 , 22.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/4/2020, 6.66 , 47.98 , 0.86 , 38.14 , 22.47 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/4/2020, 6.72 , 47.96 , 1.01 , 38.13 , 22.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/4/2020, 6.70 , 47.99 , 0.98 , 38.40 , 22.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/4/2020, 6.74 , 47.81 , 0.93 , 38.34 , 23.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/4/2020, 6.75 , 47.94 , 0.93 , 38.41 , 23.02 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/4/2020, 6.75 , 47.99 , 1.01 , 38.82 , 24.04 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/4/2020, 6.70 , 47.89 , 0.99 , 38.43 , 22.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/4/2020, 6.62 , 47.55 , 0.93 , 35.91 , 22.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/4/2020, 6.51 , 46.37 , 0.96 , 37.46 , 22.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/4/2020, 6.32 , 45.42 , 0.96 , 36.95 , 21.46 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/4/2020, 6.26 , 45.28 , 0.89 , 36.34 , 21.28 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/4/2020, 6.38 , 47.22 , 0.89 , 37.31 , 20.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/4/2020, 6.31 , 45.03 , 0.90 , 35.12 , 20.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/4/2020, 6.73 , 45.84 , 0.87 , 34.85 , 20.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/4/2020, 6.59 , 44.89 , 0.90 , 34.90 , 20.63 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/4/2020, 6.29 , 36.60 , 0.90 , 33.65 , 20.71 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/5/2020, 6.43 , 44.27 , 0.80 , 33.07 , 20.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/5/2020, 6.43 , 44.50 , 0.85 , 33.99 , 20.72 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/5/2020, 6.46 , 44.03 , 0.90 , 33.81 , 20.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/5/2020, 6.50 , 46.23 , 0.90 , 33.20 , 20.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/5/2020, 6.50 , 47.03 , 0.85 , 33.38 , 20.88 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/5/2020, 6.50 , 44.95 , 0.80 , 33.96 , 20.80 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/5/2020, 6.50 , 44.86 , 0.80 , 34.01 , 20.83 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/5/2020, 6.43 , 43.98 , 0.79 , 34.02 , 20.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/5/2020, 6.50 , 44.79 , 0.84 , 34.00 , 20.32 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/5/2020, 6.54 , 45.29 , 0.90 , 33.81 , 20.74 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/5/2020, 6.62 , 45.65 , 0.82 , 33.67 , 21.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/6/2020, 6.49 , 45.43 , 0.90 , 33.91 , 21.17 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/6/2020, 6.49 , 46.08 , 0.90 , 33.96 , 20.58 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/6/2020, 6.50 , 44.17 , 0.87 , 33.97 , 21.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/6/2020, 8.49 , 57.99 , 1.20 , 47.00 , 27.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/6/2020, 6.49 , 47.30 , 0.87 , 33.93 , 20.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/6/2020, 6.49 , 43.19 , 0.81 , 33.75 , 20.92 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/6/2020, 6.50 , 45.40 , 0.85 , 33.70 , 21.08 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/6/2020, 6.46 , 44.64 , 0.85 , 33.75 , 21.70 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/6/2020, 6.42 , 44.68 , 0.80 , 33.52 , 20.22 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/6/2020, 6.41 , 43.50 , 0.89 , 33.11 , 20.86 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/6/2020, 6.40 , 46.11 , 0.90 , 33.34 , 21.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/6/2020, 6.40 , 46.44 , 0.97 , 33.30 , 21.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/6/2020, 6.40 , 43.18 , 0.99 , 33.39 , 21.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/6/2020, 6.42 , 43.19 , 1.05 , 33.32 , 22.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/6/2020, 6.43 , 42.93 , 0.95 , 32.53 , 20.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/6/2020, 6.35 , 44.67 , 1.05 , 32.98 , 21.65 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/6/2020, 6.50 , 44.19 , 1.00 , 33.06 , 20.23 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/6/2020, 6.44 , 46.22 , 1.06 , 33.00 , 20.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/6/2020, 6.49 , 45.72 , 1.05 , 32.29 , 21.42 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/6/2020, 6.48 , 45.53 , 1.01 , 32.60 , 21.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/7/2020, 6.50 , 44.50 , 1.01 , 31.56 , 21.59 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/7/2020, 6.50 , 44.96 , 1.01 , 31.46 , 21.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/7/2020, 6.48 , 47.15 , 1.04 , 31.43 , 21.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/7/2020, 6.49 , 43.99 , 0.95 , 31.19 , 21.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/7/2020, 6.47 , 43.64 , 1.02 , 30.32 , 21.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/7/2020, 6.50 , 43.07 , 1.02 , 31.13 , 21.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/7/2020, 6.50 , 43.13 , 1.01 , 31.01 , 21.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/7/2020, 6.49 , 43.58 , 1.01 , 30.72 , 21.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/7/2020, 6.48 , 43.81 , 1.01 , 30.70 , 21.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/7/2020, 6.50 , 42.91 , 0.95 , 30.66 , 21.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/7/2020, 6.48 , 43.17 , 1.00 , 31.46 , 21.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/7/2020, 6.50 , 45.44 , 1.01 , 31.60 , 21.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/7/2020, 6.49 , 44.55 , 1.00 , 31.48 , 21.54 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/7/2020, 6.49 , 45.00 , 0.95 , 31.66 , 21.52 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/7/2020, 6.50 , 43.12 , 0.97 , 31.31 , 22.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/8/2020, 6.75 , 47.53 , 0.85 , 31.53 , 23.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/8/2020, 6.71 , 45.47 , 1.00 , 30.97 , 22.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/8/2020, 6.68 , 45.33 , 1.01 , 31.28 , 20.38 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/8/2020, 6.57 , 47.08 , 0.99 , 30.22 , 19.41 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/8/2020, 6.47 , 44.73 , 0.99 , 30.27 , 19.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/8/2020, 6.48 , 45.13 , 0.98 , 30.34 , 20.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/8/2020, 6.59 , 46.25 , 0.96 , 30.01 , 19.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19/8/2020, 6.58 , 46.50 , 0.96 , 30.40 , 20.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/8/2020, 6.69 , 46.23 , 0.98 , 30.67 , 18.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/8/2020, 6.67 , 45.89 , 0.96 , 31.07 , 20.19 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/8/2020, 6.49 , 52.57 , 0.95 , 30.47 , 20.14 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/8/2020, 6.58 , 46.14 , 0.96 , 30.86 , 19.36 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/8/2020, 6.30 , 47.61 , 0.96 , 30.93 , 19.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/8/2020, 6.50 , 46.99 , 0.98 , 30.00 , 18.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/8/2020, 6.30 , 47.38 , 0.95 , 30.02 , 18.84 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31/8/2020, 6.48 , 49.98 , 0.95 , 30.09 , 19.01 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/9/2020, 6.49 , 46.73 , 0.98 , 30.06 , 20.96 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/9/2020, 6.49 , 47.02 , 0.98 , 29.79 , 20.98 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/9/2020, 6.45 , 48.00 , 0.92 , 29.97 , 20.75 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/9/2020, 6.50 , 47.06 , 0.92 , 29.98 , 18.56 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/9/2020, 6.49 , 47.14 , 0.92 , 29.77 , 19.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/9/2020, 6.50 , 48.13 , 0.92 , 29.33 , 20.13 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/9/2020, 6.49 , 48.02 , 0.92 , 29.91 , 19.44 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/9/2020, 6.49 , 50.00 , 0.93 , 29.50 , 18.79 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/9/2020, 6.49 , 49.38 , 0.93 , 29.24 , 19.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/9/2020, 6.47 , 49.82 , 0.93 , 30.14 , 18.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/9/2020, 6.50 , 47.84 , 0.92 , 29.11 , 19.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17/9/2020, 6.49 , 47.17 , 0.93 , 29.12 , 19.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18/9/2020, 6.50 , 50.78 , 0.93 , 29.46 , 18.39 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/9/2020, 6.49 , 46.56 , 0.93 , 29.39 , 18.18 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/9/2020, 6.50 , 49.00 , 0.93 , 29.19 , 18.03 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/9/2020, 6.50 , 47.00 , 0.93 , 29.30 , 18.93 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24/9/2020, 6.45 , 48.76 , 0.93 , 29.06 , 18.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25/9/2020, 6.50 , 48.50 , 0.93 , 29.50 , 18.49 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/9/2020, 6.50 , 47.14 , 0.96 , 29.74 , 18.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/9/2020, 6.50 , 49.90 , 0.98 , 28.01 , 18.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/9/2020, 6.49 , 49.88 , 0.98 , 31.00 , 19.85 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/10/2020, 6.50 , 49.48 , #N/A N/A , 29.07 , 19.07 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/10/2020, 6.50 , 49.48 , 0.95 , 29.10 , 18.21 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/10/2020, 6.41 , 46.31 , 0.95 , 29.50 , 18.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/10/2020, 6.45 , 49.78 , 0.92 , 29.40 , 18.89 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7/10/2020, 6.44 , 46.38 , 0.99 , 29.30 , 19.10 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/10/2020, 6.44 , 49.97 , 0.91 , 30.00 , 18.35 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/10/2020, 6.35 , 48.50 , #N/A N/A , 30.00 , 18.30 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/10/2020, 6.50 , 48.80 , 0.91 , 29.00 , 17.95 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13/10/2020, 6.50 , 46.74 , #N/A N/A , 29.00 , 18.05 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14/10/2020, 6.50 , 46.41 , 0.92 , 29.00 , 17.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15/10/2020, 6.49 , 46.38 , 0.98 , 29.00 , 17.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16/10/2020, 6.49 , 48.44 , #N/A N/A , 29.00 , 17.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20/10/2020, 6.49 , 48.50 , 0.97 , 28.88 , 17.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21/10/2020, 6.45 , 46.32 , 0.95 , 29.73 , 17.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22/10/2020, 6.45 , 46.01 , 0.90 , 30.00 , 18.15 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23/10/2020, 6.49 , 48.44 , 0.98 , 30.00 , 18.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26/10/2020, 6.49 , 46.00 , 0.90 , 30.00 , 17.99 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27/10/2020, 6.47 , 46.00 , 0.90 , 29.50 , 17.50 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28/10/2020, 6.49 , 45.30 , 0.92 , 29.05 , 18.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29/10/2020, 6.49 , 46.00 , 0.90 , 29.52 , 17.51 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30/10/2020, 6.49 , 45.50 , 0.90 , 30.00 , 18.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2/11/2020, 6.45 , 44.50 , 1.02 , 30.12 , 18.25 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3/11/2020, 6.45 , 44.00 , 1.01 , 30.70 , 17.55 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/11/2020, 6.49 , 45.00 , 0.90 , 31.25 , 18.00 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5/11/2020, 6.49 , 44.20 , 0.90 , 30.05 , 17.60 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6/11/2020, 6.49 , 45.00 , 1.03 , 31.90 , 18.45 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9/11/2020, 6.51 , 44.83 , 1.03 , 31.80 , 17.81 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/11/2020, 6.70 , 44.61 , 1.00 , 31.62 , 18.48 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11/11/2020, 6.60 , 46.00 , 1.00 , 31.75 , 18.43 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/11/2020, 6.60 , 47.75 , 1.00 , 31.55 , 18.20 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
